Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7,Simplified_8,Similarity_8,Difficulty_8,Simplified_9,Similarity_9,Difficulty_9
"Il est aisé de nos jours, même aux esprits les plus médiocres, de provoquer, en ce genre, de nouveaux phénomènes susceptibles de quel que intérêt scientifique, en établissant, pour ainsi dire au hasard, entre les nombreuses substances déjà connues, des relations auparavant négligées: mais, dans l'enfance de la chimie, la création de sujets d'observation vraiment convenables a dû, au cont raire, longtemps présenter des difficultés capitales, que nos habitudes actuelles ne nous permettent guère de mesurer judicieusement.",C2,"Il est facile aujourd'hui de créer de nouveaux phénomènes scientifiques en combinant des substances déjà connues, mais il était plus difficile à l'origine de trouver des sujets d'étude intéressants.",0.90883064,B2,"On peut facilement créer de nouveaux phénomènes en combinant des choses déjà connues, mais il était plus dur à l'origine de trouver des sujets intéressants à étudier.",0.9024869,B2,"On peut faire de nouveaux choses en combinant des idées connues, mais il était plus dur à l'origine de trouver des sujets intéressants à étudier.",0.9029293,B1,"On peut créer de nouveaux projets en utilisant des idées déjà connues, mais il était plus difficile à l'origine de trouver des sujets intéressants à explorer.",0.8895276,B2,"On peut faire des projets en utilisant des idées connues, mais il était plus dur à l'origine de trouver des sujets intéressants à étudier.",0.8895477,B1,"On peut faire des projets avec des idées déjà connues, mais il était plus difficile à l'origine de trouver des sujets intéressants à étudier.",0.89330435,B1,"On peut faire des projets avec des idées déjà connues, mais il était plus dur à l'origine de trouver des sujets intéressants à étudier.",0.8898655,B1,"On peut faire des projets avec des idées connues, mais il était plus difficile à l'origine de trouver des sujets intéressants à étudier.",0.89357805,B1,"On peut faire des projets avec des idées connues, mais il était plus dur à l'origine de trouver des sujets intéressants à étudier.",0.889781,B1,"On peut faire des projets avec des idées connues, mais il était plus difficile à l'origine de trouver des sujets intéressants à étudier.",0.89357805,B1
"Après avoir si pleinement constaté, dans la seconde moitié du volume précédent, combien l'étude des simples phénomènes physiques est encore i mparfaite, combien même son caractère scientifique doit, en général, nous sembler jusqu'ici, à plusieurs égards, radicalement défectueux, nous devons naturellement prévoir un état d'infériorité bien plus prononcé pour la science, beaucoup plus difficile, e t en même temps plus récente, qui recherche les lois des phénomènes de composition et de décomposition.",C2,"Après avoir vu que l'étude des phénomènes physiques simple est loin d'être parfaite, on doit admettre que la science qui cherche à comprendre les lois des phénomènes de composition et de décomposition est plus difficile et plus récente que celle qui étudie les phénomènes simples.",0.9495548,C2,"Quand on voit que comprendre les phénomènes simples est difficile, on sait que la science qui étudie les phénomènes complexes est plus compliquée et plus récente que celle qui étudie les phénomènes simples.",0.9085495,B2,"Quand on voit que comprendre les choses simples est difficile, on sait que la science qui étudie les choses complexes est plus compliquée et plus récente que celle qui étudie les choses simples.",0.89766294,B1,"Quand on voit que comprendre les choses faciles est dur, on sait que l'étude des choses compliquées est plus difficile et plus récente que celle des choses simples.",0.91040576,B1,"Quand on voit que comprendre les choses faciles est difficile, on sait que comprendre les choses compliquées est plus dur et plus récent que comprendre les choses simples.",0.8692397,B1,"Quand on voit que c'est difficile de comprendre les choses faciles, on sait que c'est plus dur de comprendre les choses compliquées et que c'est plus récent de comprendre les choses simples.",0.8536401,B1,"Si on trouve que ce qui semble simple est en réalité difficile à comprendre, on sait que ce qui est compliqué est encore plus dur à comprendre et que ce qui est simple est plus récent à comprendre.",0.8586265,B1,"Si quelque chose semble simple, c'est souvent plus difficile à comprendre. Et quand quelque chose est compliqué, c'est encore plus dur à comprendre. Mais quand quelque chose est simple, c'est plus simple à comprendre.",0.7358284,B1,"Quand quelque chose est simple, ça va mieux pour comprendre. Mais quand ça est compliqué, ça va plus mal. Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original.",0.8635379,B1,"Quand quelque chose est simple, ça va mieux pour comprendre. Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original.",0.83622956,B2
"Une telle discussion n'a, d'ailleurs, d'intérêt, ni même de réalité, que sous le simple point de vue didactique, qui, malgré son importa nce, ne saurait affecter que d'une manière indirecte et secondaire l'esprit général de cet ouvrage.",C2,"Cette conversation n'a d'intérêt que pour apprendre, et même là, elle n'a pas beaucoup d'importance pour l'ensemble du livre.",0.9064082,B1,Cette discussion n'est utile que pour apprendre et elle n'a pas beaucoup d'importance dans le livre tout entier.,0.88583565,B1,"Il n'y a rien de spécial à dire dans cette conversation, elle n'a pas beaucoup d'importance dans le livre tout entier.",0.8811656,B1,"Il n'y a pas grand-chose à dire dans cette conversation, elle n'a pas beaucoup d'importance dans le livre.",0.87476116,A2,Il n'y a pas beaucoup à dire dans cette conversation et elle n'est pas très importante dans le livre.,0.848413,A2,Il n'y a pas beaucoup d'information dans cette conversation et elle n'est pas très importante dans le livre.,0.85098016,B1,Il n'y a pas beaucoup de choses à dire dans cette conversation et elle n'est pas très importante dans le livre.,0.84177125,A2,Il n'y a pas beaucoup de paroles dans cette conversation et elle n'est pas très importante dans le livre.,0.8443761,B1,Il n'y a pas beaucoup de mots dans cette conversation et elle n'est pas très importante dans le livre.,0.8451953,A2,Il n'y a pas beaucoup de mots dans cette conversation et elle n'est pas très importante dans le livre.,0.8451953,A2
"Ainsi, cette considération d'histoire naturelle, quand elle est suffisamment approfondie, au lieu de jeter aucun doute sur les résultats élémentaires de l'analyse chimique actuelle, se présente bien plutôt comme propre à les confirmer, du moins dans leur ensemble.",C2,"Donc, quand on étudie bien l'histoire des plantes et des animaux, cela ne fait pas douter les résultats de la chimie moderne, mais plutôt les confirme, surtout quand on les regarde ensemble.",0.94149834,B2,"Donc, quand on apprend bien l'histoire des plantes et des animaux, ça ne contredit pas la chimie moderne, mais plutôt la confirme, surtout quand on les compare.",0.9269113,B2,,-0.10668675,A1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8064574,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.813649,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8064574,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.81364906,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8064574,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.81364906,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8064574,B1
"Il y a là un plus grand équilibre entre le rôle que les communes jouent à travers la planification d'affectation et celui des cantons qui limitent les ""excès"" en termes d'utilisation du sol à travers une planification directrice plus ou moins restrictive en termes de nouvelles extensions urbaines.",C2,"Les villes et les villages travaillent ensemble pour décider où construire de nouveaux bâtiments, tandis que les districts limitent la taille des villes en décidant quelles zones peuvent être construites.",0.899215,B2,"Les villes et les villages font des plans ensemble pour savoir où construire de nouveaux bâtiments, et les districts d'une ville décident de la taille de la ville en disant où on peut construire.",0.91367376,B1,Les villes et les villages travaillent ensemble pour décider où construire de nouveaux bâtiments et les quartiers d'une ville disent si la ville peut grandir ou non.,0.90869737,B1,Les villes et les villages font des plans ensemble pour savoir où construire de nouveaux endroits et les quartiers d'une ville disent si la ville peut devenir plus grande ou non.,0.9137507,B1,Les villes et les villages travaillent ensemble pour décider où construire de nouveaux endroits et les quartiers d'une ville montrent si la ville peut grandir ou non.,0.9106504,B1,Les villes et les villages font des plans ensemble pour savoir où construire de nouveaux endroits. Les quartiers d'une ville montrent si elle peut grandir ou non.,0.9087099,B1,Les villes et les villages travaillent ensemble pour décider où construire de nouveaux endroits. Les quartiers d'une ville montrent si elle peut grandir ou non.,0.90568733,B1,Les villes et les villages parlent ensemble pour savoir où construire de nouveaux endroits. Les quartiers d'une ville montrent si elle peut grandir ou non.,0.90389025,B1,Les villes et les villages discutent ensemble pour savoir où construire de nouveaux endroits. Les quartiers d'une ville montrent si elle peut grandir ou non.,0.9060303,B1,Les villes et les villages parlent ensemble pour décider où construire de nouveaux endroits. Les quartiers d'une ville montrent si elle peut grandir ou non.,0.90509784,B1
"Les gamins, vêtus pareillement à leurs papas, semblaient incommodés par leurs habits neufs (beaucoup même étrennèrent ce jour-là la première paire de bottes de leur existence), et l'on voyait à côté d'eux, ne soufflant mot dans la robe blanche de sa première communion rallongée pour la circonstance, quelque grande fillette de quatorze ou seize ans, leur cousine ou leur soeur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade à la rose, et ayant bien peur de salir ses gants.",C2,"Les enfants, vêtus comme leurs pères, avaient du mal avec leurs nouvelles vêtements (beaucoup ont même eu leurs premières bottes ce jour-là) et à côté d'eux, une grande fille de 14 ou 16 ans, peut-être sa cousine ou sa grande sœur, avait peur de salir ses gants blancs.",0.9494048,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.9186177,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.9186177,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1,"Les enfants portaient des vêtements comme leurs pères et ils avaient du mal avec eux. Ils avaient même leurs premières bottes ce jour-là. À côté d'eux, une grande fille avait peur de salir ses gants blancs.",0.91861767,B1
"C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",C2,"Quand je me réveillais la nuit, je me rappelais seulement une partie de la maison de Combray, comme si elle était éclairée par un feu de Bengale. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres parties étaient dans l'obscurité. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.9532296,B2,"Quand je me réveillais la nuit, je me souvenais seulement d'une partie de la maison de Combray, comme si elle était éclairée par un feu de Bengale. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres parties étaient dans l'obscurité. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.95408297,B2,"Quand je me réveillais la nuit, je me souvenais seulement d'une partie de la maison de Combray qui semblait éclairée par un feu de Bengale. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient dans l'obscurité. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.95234716,B2,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui semblait éclairée par un feu de Bengale. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient dans l'obscurité. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.94408303,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1,"Quand je me réveillais la nuit, je voyais seulement une partie de la maison qui était éclairée. C'était le petit salon, la salle à manger, l'entrée où M. Swann arrivait, l'escalier et ma chambre à coucher. Les autres pièces étaient noires. Ça me rappelait un décor simple pour une pièce de théâtre en province.",0.93053573,B1
Cet examen aura naturellement sa place spéciale dans la seconde partie de ce volume.,C2,L'examen sera important dans la deuxième partie du livre.,0.9060089,B1,Il y a un test important dans la deuxième partie du livre.,0.91518885,B1,Il y a un grand examen dans la moitié du livre.,0.890866,B1,Il y a un grand test au milieu du livre.,0.87179995,B1,Il y a un grand test dans le milieu du livre.,0.8658587,B1,Il y a un grand test dans le milieu du livre.,0.8658587,B1,Il y a un grand test dans le milieu du livre.,0.86585855,B1,Il y a un grand test dans le milieu du livre.,0.86585855,B1,Il y a un grand test dans le milieu du livre.,0.8658587,B1,Il y a un grand test dans le milieu du livre.,0.8658587,B1
"Ainsi, le nombre des classes chimiques générales auxquelles peut donner lieu cette double distinc tion nécessaire, ne saurait être bien étendu: à chacune d'elles, devrait correspondre une loi fondamentale de combinaison, dont l'application aux divers cas déterminés ferait rationnellement connaître, par les données élémentaires, le résultat de chaque co nflit.",C2,"Donc, il n'y a pas beaucoup de types de substances qui peuvent être séparées de cette manière. Pour chaque type, il y a une règle de base qui dit comment elles se combinent, et si on utilise ces règles, on peut prédire ce qui se passera dans chaque situation.",0.9094169,B1,,-0.097791106,A1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8369123,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.84292626,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8369123,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.84292626,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8369123,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.84292626,B1,Dis-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.8369123,B1,Dites-moi une phrase simple au niveau A1 tout en conservant son sens original.,0.84292626,B1
"Toutefois, ce qui surtout a fait comprendre la haute importance d'une telle question, c'est le sentiment, devenu plus profond et plus commun par le développement spontané de la philosophie chimique, de l'influence prépondérante que la classification rationnelle des corps simples doit exercer, de toute nécessité, sur celle des corps composés, et, par suite, sur l'ensemble du système chimique.",C2,"Cependant, ce qui a le plus montré l'importance de cette question est que plus de gens pensent à elle, et c'est dû à la philosophie chimique qui a commencé tout seule. Cette philosophie dit que la classification des substances simples doit être très importante pour la classification des substances composées, et donc pour tout le système chimique.",0.923695,B2,"Mais ce qui montre que c'est une question importante, c'est que plus de gens la pensent, et ça vient de la philosophie chimique qui a commencé tout seule. Cette philosophie dit que la classification des substances simples doit être très importante pour la classification des substances composées, et donc pour tout le système chimique.",0.9084512,B2,"Mais c'est une question importante parce que beaucoup de gens la pensent et ça vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples doit être très importante pour classer toutes les autres substances, et donc pour tout le système chimique.",0.8903661,B1,Mais c'est une question importante car beaucoup de gens la pensent et elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.8832766,B1,Mais c'est une question importante car beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88362706,B1,Mais c'est une question importante parce que beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88713366,B1,Mais c'est une question importante car beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88362706,B1,Mais c'est une question importante parce que beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88713366,B1,Mais c'est une question importante car beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88362706,B1,Mais c'est une question importante parce que beaucoup de gens la pensent. Elle vient d'une idée en chimie qui a commencé tout seule. Cette idée dit que la manière de classer les substances simples est très importante pour classer toutes les autres substances et tout le système chimique.,0.88713366,B1
"; º le degré de composition plus ou moins élevé des principes immédiats, dont chacun, dans le cas, par exemple, d'un dualisme continuel, peut être décomposable, un plus ou moins grand nomb re de fois consécutives, en deux autres.",C2,"Les principes fondamentaux peuvent être divisés en plusieurs parties, et dans certains cas, ils peuvent être divisés plusieurs fois de suite en deux autres parties.",0.8981794,B2,"Les idées importantes peuvent être divisées en plusieurs parties, et dans certains cas, elles peuvent être divisées encore deux fois de plus.",0.8842326,B1,"Les grandes idées peuvent être découpées en plusieurs parties et parfois, elles peuvent être découpées encore deux fois de plus.",0.85502934,B1,"Les grandes idées peuvent être divisées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.8535166,B1,"Les grandes idées peuvent être découpées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.851657,B1,"Les grandes idées peuvent être divisées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.8535166,B1,"Les grandes idées peuvent être découpées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.851657,B1,"Les grandes idées peuvent être divisées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.8535166,B1,"Les grandes idées peuvent être découpées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.851657,B1,"Les grandes idées peuvent être divisées en plusieurs parties. Parfois, on peut les diviser encore deux fois.",0.8535166,B1
"Il serait inutile d'insister davantag e aujourd'hui pour faire sentir qu'on ne saurait concevoir de chimie vraiment scientifique sans lui donner, préalablement, l'ensemble de la physique pour base générale.",C2,Il n'est pas nécessaire de répéter que la chimie moderne ne peut être comprise sans connaître tout d'abord la physique de base.,0.93706495,B2,"Pour bien comprendre la chimie moderne, il faut d'abord savoir la physique de base.",0.8824233,B2,"Pour bien appréhender la chimie d'aujourd'hui, il faut d'abord connaître les bases de la physique.",0.87975574,B1,"Pour bien comprendre la chimie, il faut d'abord savoir les bases de la physique.",0.85117114,B1,"Pour bien appréhender la chimie, il vaut mieux connaître les bases de la physique d'abord.",0.87727857,B2,"Pour bien comprendre la chimie, il vaut mieux d'abord savoir les bases de la physique.",0.86908984,B1,"Pour bien apprendre la chimie, il faut d'abord connaître les bases de la physique.",0.8550417,B1,"Pour bien comprendre la chimie, il faut d'abord savoir les bases de la physique.",0.85117114,B1,"Pour bien appréhender la chimie, il vaut mieux connaître les bases de la physique d'abord.",0.8772785,B2,"Pour bien comprendre la chimie, il vaut mieux d'abord savoir les bases de la physique.",0.86908984,B1
